idx,transistor_id,type,voltage,current,p_loss,pmax,power_margin_w,power_margin_pct,tamb,rthja,tj,tjmax,temperature_margin_c,status,reason,priority,criticality_score,recommended_action,thermal_power_limit_w,allowed_power_w,limiting_factor,max_current_available,max_current_a,current_reduction_pct,max_voltage_available,max_voltage_v,voltage_reduction_pct
183,DEMO_MOSFET_02,MOSFET,52.579000,0.022451,1.180451,20.000000,18.819549,94.097744,30.830000,25.000000,60.341278,175.000000,114.658722,SAFE,NONE,4,0.344807,No immediate action,5.766800,5.766800,TEMPERATURE,1,0.109679,0.000000,1,256.861610,0.000000
184,DEMO_BJT_01,BJT,27.497000,0.116082,3.191907,10.000000,6.808093,68.080932,46.130000,50.000000,205.725338,150.000000,-55.725338,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.371502,Correct thermal operating condition,2.077400,2.077400,TEMPERATURE,1,0.075550,34.916645,1,17.895970,34.916645
185,DEMO_MOSFET_01,MOSFET,36.409000,0.105800,3.852072,10.000000,6.147928,61.479278,44.810000,40.000000,198.892888,150.000000,-48.892888,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.325953,Correct thermal operating condition,2.629750,2.629750,TEMPERATURE,1,0.072228,31.731550,1,24.855860,31.731550
186,DEMO_MOSFET_02,MOSFET,49.106000,0.035032,1.720281,20.000000,18.279719,91.398593,46.030000,25.000000,89.037035,175.000000,85.962965,SAFE,NONE,4,0.508783,No immediate action,5.158800,5.158800,TEMPERATURE,1,0.105054,0.000000,1,147.259648,0.000000
187,DEMO_BJT_01,BJT,9.018000,0.086873,0.783421,10.000000,9.216579,92.165793,23.760000,50.000000,62.931036,150.000000,87.068964,SAFE,NONE,4,0.419540,No immediate action,2.524800,2.524800,TEMPERATURE,1,0.279973,0.000000,1,29.063115,0.000000
188,DEMO_MOSFET_01,MOSFET,28.192000,0.132999,3.749508,10.000000,6.250492,62.504922,45.220000,40.000000,195.200312,150.000000,-45.200312,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.301335,Correct thermal operating condition,2.619500,2.619500,TEMPERATURE,1,0.092916,30.137497,1,19.695637,30.137497
189,DEMO_MOSFET_02,MOSFET,39.510000,0.040105,1.584549,20.000000,18.415451,92.077257,20.470000,25.000000,60.083714,175.000000,114.916286,SAFE,NONE,4,0.343336,No immediate action,6.181200,6.181200,TEMPERATURE,1,0.156446,0.000000,1,154.125421,0.000000
190,DEMO_BJT_01,BJT,2.934000,0.597855,1.754107,10.000000,8.245893,82.458934,16.580000,50.000000,104.285329,150.000000,45.714671,SAFE,NONE,4,0.695236,No immediate action,2.668400,2.668400,TEMPERATURE,1,0.909475,0.000000,1,4.463290,0.000000
191,DEMO_MOSFET_01,MOSFET,36.656000,0.090906,3.332250,10.000000,6.667750,66.677497,29.590000,40.000000,162.880013,150.000000,-12.880013,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.085867,Correct thermal operating condition,3.010250,3.010250,TEMPERATURE,1,0.082122,9.663150,1,33.113876,9.663150
192,DEMO_MOSFET_02,MOSFET,16.044000,0.347676,5.578114,20.000000,14.421886,72.109431,28.070000,25.000000,167.522844,175.000000,7.477156,CRITICAL,LOW_MARGIN,3,0.957273,Monitor / investigate,5.877200,5.877200,TEMPERATURE,1,0.366318,0.000000,1,16.904244,0.000000
193,DEMO_BJT_01,BJT,12.244000,0.251491,3.079256,10.000000,6.920744,69.207442,46.460000,50.000000,200.422790,150.000000,-50.422790,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.336152,Correct thermal operating condition,2.070800,2.070800,TEMPERATURE,1,0.169128,32.749985,1,8.234092,32.749985
194,DEMO_MOSFET_01,MOSFET,9.088000,0.372736,3.387425,10.000000,6.612575,66.125752,35.070000,40.000000,170.566991,150.000000,-20.566991,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.137113,Correct thermal operating condition,2.873250,2.873250,TEMPERATURE,1,0.316159,15.178928,1,7.708539,15.178928
195,DEMO_MOSFET_02,MOSFET,58.206000,0.063420,3.691425,20.000000,16.308575,81.542877,51.560000,25.000000,143.845613,175.000000,31.154387,SAFE,NONE,4,0.821975,No immediate action,4.937600,4.937600,TEMPERATURE,1,0.084830,0.000000,1,77.855566,0.000000
196,DEMO_BJT_01,BJT,24.519000,0.098574,2.416936,10.000000,7.583064,75.830641,26.810000,50.000000,147.656795,150.000000,2.343205,CRITICAL,LOW_MARGIN,3,0.984379,Monitor / investigate,2.463800,2.463800,TEMPERATURE,1,0.100485,0.000000,1,24.994420,0.000000
197,DEMO_MOSFET_01,MOSFET,30.904000,0.022919,0.708289,10.000000,9.291711,92.917112,33.730000,40.000000,62.061551,150.000000,87.938449,SAFE,NONE,4,0.413744,No immediate action,2.906750,2.906750,TEMPERATURE,1,0.094057,0.000000,1,126.827087,0.000000
198,DEMO_MOSFET_02,MOSFET,42.092000,0.084973,3.576684,20.000000,16.423316,82.116582,24.020000,25.000000,113.437088,175.000000,61.562912,SAFE,NONE,4,0.648212,No immediate action,6.039200,6.039200,TEMPERATURE,1,0.143476,0.000000,1,71.071988,0.000000
199,DEMO_BJT_01,BJT,17.605000,0.093435,1.644923,10.000000,8.355077,83.550768,30.900000,50.000000,113.146159,150.000000,36.853841,SAFE,NONE,4,0.754308,No immediate action,2.382000,2.382000,TEMPERATURE,1,0.135302,0.000000,1,25.493659,0.000000
200,DEMO_MOSFET_01,MOSFET,12.785000,0.318896,4.077085,10.000000,5.922915,59.229146,18.610000,40.000000,181.693414,150.000000,-31.693414,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.211289,Correct thermal operating condition,3.284750,3.284750,TEMPERATURE,1,0.256922,19.433867,1,10.300380,19.433867
201,DEMO_MOSFET_02,MOSFET,46.196000,0.126984,5.866153,20.000000,14.133847,70.669236,19.940000,25.000000,166.593822,175.000000,8.406178,CRITICAL,LOW_MARGIN,3,0.951965,Monitor / investigate,6.202400,6.202400,TEMPERATURE,1,0.134263,0.000000,1,48.843949,0.000000
202,DEMO_BJT_01,BJT,19.879000,0.118589,2.357431,10.000000,7.642569,76.425693,25.490000,50.000000,143.361537,150.000000,6.638463,CRITICAL,LOW_MARGIN,3,0.955744,Monitor / investigate,2.490200,2.490200,TEMPERATURE,1,0.125268,0.000000,1,20.998575,0.000000
203,DEMO_MOSFET_01,MOSFET,20.445000,0.203348,4.157450,10.000000,5.842550,58.425501,29.860000,40.000000,196.157994,150.000000,-46.157994,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.307720,Correct thermal operating condition,3.003500,3.003500,TEMPERATURE,1,0.146906,27.756194,1,14.770246,27.756194
204,DEMO_MOSFET_02,MOSFET,23.040000,0.357059,8.226639,20.000000,11.773361,58.866803,39.780000,25.000000,245.445984,175.000000,-70.445984,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.402548,Correct thermal operating condition,5.408800,5.408800,TEMPERATURE,1,0.234757,34.252618,1,15.148197,34.252618
205,DEMO_BJT_01,BJT,19.791000,0.107889,2.135231,10.000000,7.864769,78.647688,39.400000,50.000000,146.161560,150.000000,3.838440,CRITICAL,LOW_MARGIN,3,0.974410,Monitor / investigate,2.212000,2.212000,TEMPERATURE,1,0.111768,0.000000,1,20.502554,0.000000
206,DEMO_MOSFET_01,MOSFET,27.022000,0.150541,4.067919,10.000000,5.932081,59.320811,33.570000,40.000000,196.286756,150.000000,-46.286756,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.308578,Correct thermal operating condition,2.910750,2.910750,TEMPERATURE,1,0.107718,28.446214,1,19.335264,28.446214
207,DEMO_MOSFET_02,MOSFET,7.047000,0.199538,1.406144,20.000000,18.593856,92.969279,19.670000,25.000000,54.823607,175.000000,120.176393,SAFE,NONE,4,0.313278,No immediate action,6.213200,6.213200,TEMPERATURE,1,0.881680,0.000000,1,31.137929,0.000000
208,DEMO_BJT_01,BJT,8.574000,0.059344,0.508815,10.000000,9.491185,94.911845,54.840000,50.000000,80.280773,150.000000,69.719227,SAFE,NONE,4,0.535205,No immediate action,1.903200,1.903200,TEMPERATURE,1,0.221973,0.000000,1,32.070639,0.000000
209,DEMO_MOSFET_01,MOSFET,16.727000,0.072163,1.207071,10.000000,8.792929,87.929295,36.500000,40.000000,84.782820,150.000000,65.217180,SAFE,NONE,4,0.565219,No immediate action,2.837500,2.837500,TEMPERATURE,1,0.169636,0.000000,1,39.320705,0.000000
210,DEMO_MOSFET_02,MOSFET,34.711000,0.084929,2.947971,20.000000,17.052029,85.260147,52.980000,25.000000,126.679263,175.000000,48.320737,SAFE,NONE,4,0.723882,No immediate action,4.880800,4.880800,TEMPERATURE,1,0.140612,0.000000,1,57.469180,0.000000
211,DEMO_BJT_01,BJT,26.792000,0.117415,3.145783,10.000000,6.854217,68.542173,38.490000,50.000000,195.779134,150.000000,-45.779134,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.305194,Correct thermal operating condition,2.230200,2.230200,TEMPERATURE,1,0.083241,29.105084,1,18.994166,29.105084
212,DEMO_MOSFET_01,MOSFET,25.779000,0.154598,3.985382,10.000000,6.014618,60.146182,41.200000,40.000000,200.615274,150.000000,-50.615274,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.337435,Correct thermal operating condition,2.720000,2.720000,TEMPERATURE,1,0.105512,31.750580,1,17.594018,31.750580
213,DEMO_MOSFET_02,MOSFET,42.965000,0.134809,5.792069,20.000000,14.207931,71.039657,52.560000,25.000000,197.361717,175.000000,-22.361717,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.127781,Correct thermal operating condition,4.897600,4.897600,TEMPERATURE,1,0.113990,15.442992,1,36.329919,15.442992
214,DEMO_BJT_01,BJT,8.611000,0.279025,2.402684,10.000000,7.597316,75.973157,23.690000,50.000000,143.824214,150.000000,6.175786,CRITICAL,LOW_MARGIN,3,0.958828,Monitor / investigate,2.526200,2.526200,TEMPERATURE,1,0.293369,0.000000,1,9.053669,0.000000
215,DEMO_MOSFET_01,MOSFET,16.591000,0.279650,4.639673,10.000000,5.360327,53.603268,29.510000,40.000000,215.096926,150.000000,-65.096926,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.433980,Correct thermal operating condition,3.012250,3.012250,TEMPERATURE,1,0.181559,35.076246,1,10.771500,35.076246
216,DEMO_MOSFET_02,MOSFET,8.330000,0.814602,6.785635,20.000000,13.214365,66.071827,51.070000,25.000000,220.710867,175.000000,-45.710867,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.261205,Correct thermal operating condition,4.957200,4.957200,TEMPERATURE,1,0.595102,26.945669,1,6.085426,26.945669
217,DEMO_BJT_01,BJT,28.572000,0.085712,2.448963,10.000000,7.551037,75.510367,26.040000,50.000000,148.488163,150.000000,1.511837,CRITICAL,LOW_MARGIN,3,0.989921,Monitor / investigate,2.479200,2.479200,TEMPERATURE,1,0.086770,0.000000,1,28.924771,0.000000
218,DEMO_MOSFET_01,MOSFET,10.848000,0.255542,2.772120,10.000000,7.227880,72.278804,47.970000,40.000000,158.854785,150.000000,-8.854785,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.059032,Correct thermal operating condition,2.550750,2.550750,TEMPERATURE,1,0.235136,7.985572,1,9.981725,7.985572
219,DEMO_MOSFET_02,MOSFET,7.782000,1.060779,8.254982,20.000000,11.745018,58.725089,40.580000,25.000000,246.954554,175.000000,-71.954554,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.411169,Correct thermal operating condition,5.376800,5.376800,TEMPERATURE,1,0.690928,34.866001,1,5.068728,34.866001
220,DEMO_BJT_01,BJT,24.035000,0.078306,1.882085,10.000000,8.117915,81.179153,28.340000,50.000000,122.444236,150.000000,27.555764,SAFE,NONE,4,0.816295,No immediate action,2.433200,2.433200,TEMPERATURE,1,0.101236,0.000000,1,31.072970,0.000000
221,DEMO_MOSFET_01,MOSFET,23.506000,0.091874,2.159590,10.000000,7.840410,78.404098,23.210000,40.000000,109.593610,150.000000,40.406390,SAFE,NONE,4,0.730624,No immediate action,3.169750,3.169750,TEMPERATURE,1,0.134849,0.000000,1,34.501056,0.000000
222,DEMO_MOSFET_02,MOSFET,17.815000,0.445976,7.945062,20.000000,12.054938,60.274688,38.460000,25.000000,237.086561,175.000000,-62.086561,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.354780,Correct thermal operating condition,5.461600,5.461600,TEMPERATURE,1,0.306573,31.257935,1,12.246399,31.257935
223,DEMO_BJT_01,BJT,18.687000,0.073191,1.367720,10.000000,8.632280,86.322798,45.970000,50.000000,114.356011,150.000000,35.643989,SAFE,NONE,4,0.762373,No immediate action,2.080600,2.080600,TEMPERATURE,1,0.111339,0.000000,1,28.426992,0.000000
224,DEMO_MOSFET_01,MOSFET,39.539000,0.120800,4.776311,10.000000,5.223689,52.236888,26.090000,40.000000,217.142448,150.000000,-67.142448,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.447616,Correct thermal operating condition,3.097750,3.097750,TEMPERATURE,1,0.078347,35.143464,1,25.643626,35.143464
225,DEMO_MOSFET_02,MOSFET,11.046000,0.332330,3.670917,20.000000,16.329083,81.645414,36.610000,25.000000,128.382929,175.000000,46.617071,SAFE,NONE,4,0.733617,No immediate action,5.535600,5.535600,TEMPERATURE,1,0.501141,0.000000,1,16.656937,0.000000
226,DEMO_BJT_01,BJT,12.031000,0.184694,2.222054,10.000000,7.777946,77.779465,49.660000,50.000000,160.762676,150.000000,-10.762676,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.071751,Correct thermal operating condition,2.006800,2.006800,TEMPERATURE,1,0.166802,9.687144,1,10.865540,9.687144
227,DEMO_MOSFET_01,MOSFET,3.584000,0.390836,1.400756,10.000000,8.599244,85.992438,46.540000,40.000000,102.570249,150.000000,47.429751,SAFE,NONE,4,0.683802,No immediate action,2.586500,2.586500,TEMPERATURE,1,0.721680,0.000000,1,6.617865,0.000000
228,DEMO_MOSFET_02,MOSFET,28.153000,0.234460,6.600752,20.000000,13.399248,66.996238,25.610000,25.000000,190.628809,175.000000,-15.628809,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.089307,Correct thermal operating condition,5.975600,5.975600,TEMPERATURE,1,0.212254,9.470926,1,25.486650,9.470926
229,DEMO_BJT_01,BJT,14.552000,0.042469,0.618009,10.000000,9.381991,93.819911,19.550000,50.000000,50.450444,150.000000,99.549556,SAFE,NONE,4,0.336336,No immediate action,2.609000,2.609000,TEMPERATURE,1,0.179288,0.000000,1,61.433045,0.000000
230,DEMO_MOSFET_01,MOSFET,19.724000,0.205114,4.045669,10.000000,5.954331,59.543315,29.480000,40.000000,191.306741,150.000000,-41.306741,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.275378,Correct thermal operating condition,3.013000,3.013000,TEMPERATURE,1,0.152758,25.525288,1,14.689392,25.525288
231,DEMO_MOSFET_02,MOSFET,44.998000,0.181870,8.183786,20.000000,11.816214,59.081069,23.860000,25.000000,228.454656,175.000000,-53.454656,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.305455,Correct thermal operating condition,6.045600,6.045600,TEMPERATURE,1,0.134353,26.127103,1,33.241326,26.127103
232,DEMO_BJT_01,BJT,10.446000,0.259910,2.715020,10.000000,7.284980,72.849801,51.350000,50.000000,187.100993,150.000000,-37.100993,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.247340,Correct thermal operating condition,1.973000,1.973000,TEMPERATURE,1,0.188876,27.330182,1,7.591089,27.330182
233,DEMO_MOSFET_01,MOSFET,39.948000,0.014912,0.595705,10.000000,9.404295,94.042954,40.730000,40.000000,64.558183,150.000000,85.441817,SAFE,NONE,4,0.430388,No immediate action,2.731750,2.731750,TEMPERATURE,1,0.068383,0.000000,1,183.191389,0.000000
234,DEMO_MOSFET_02,MOSFET,10.938000,0.579885,6.342782,20.000000,13.657218,68.286089,48.890000,25.000000,207.459553,175.000000,-32.459553,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.185483,Correct thermal operating condition,5.044400,5.044400,TEMPERATURE,1,0.461181,20.470231,1,8.698966,20.470231
235,DEMO_BJT_01,BJT,27.179000,0.035836,0.973987,10.000000,9.026013,90.260134,43.500000,50.000000,92.199332,150.000000,57.800668,SAFE,NONE,4,0.614662,No immediate action,2.130000,2.130000,TEMPERATURE,1,0.078369,0.000000,1,59.437437,0.000000
236,DEMO_MOSFET_01,MOSFET,7.669000,0.444115,3.405918,10.000000,6.594082,65.940821,27.880000,40.000000,164.116717,150.000000,-14.116717,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.094111,Correct thermal operating condition,3.053000,3.053000,TEMPERATURE,1,0.398096,10.361904,1,6.874346,10.361904
237,DEMO_MOSFET_02,MOSFET,44.168000,0.065974,2.913940,20.000000,17.086060,85.430302,39.970000,25.000000,112.818491,175.000000,62.181509,SAFE,NONE,4,0.644677,No immediate action,5.401200,5.401200,TEMPERATURE,1,0.122288,0.000000,1,81.868615,0.000000
238,DEMO_BJT_01,BJT,10.257000,0.314011,3.220811,10.000000,6.779189,67.791892,30.240000,50.000000,191.280541,150.000000,-41.280541,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.275204,Correct thermal operating condition,2.395200,2.395200,TEMPERATURE,1,0.233519,25.633633,1,7.627758,25.633633
239,DEMO_MOSFET_01,MOSFET,32.345000,0.039879,1.289886,10.000000,8.710114,87.101137,35.220000,40.000000,86.815450,150.000000,63.184550,SAFE,NONE,4,0.578770,No immediate action,2.869500,2.869500,TEMPERATURE,1,0.088715,0.000000,1,71.955164,0.000000
240,DEMO_MOSFET_02,MOSFET,53.274000,0.112710,6.004513,20.000000,13.995487,69.977437,19.580000,25.000000,169.692813,175.000000,5.307187,CRITICAL,LOW_MARGIN,3,0.969673,Monitor / investigate,6.216800,6.216800,TEMPERATURE,1,0.116695,0.000000,1,55.157484,0.000000
241,DEMO_BJT_01,BJT,14.042000,0.238313,3.346391,10.000000,6.653609,66.536089,37.050000,50.000000,204.369557,150.000000,-54.369557,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.362464,Correct thermal operating condition,2.259000,2.259000,TEMPERATURE,1,0.160875,32.494442,1,9.479130,32.494442
242,DEMO_MOSFET_01,MOSFET,33.615000,0.032553,1.094269,10.000000,8.905731,89.057309,50.520000,40.000000,94.290764,150.000000,55.709236,SAFE,NONE,4,0.628605,No immediate action,2.487000,2.487000,TEMPERATURE,1,0.073985,0.000000,1,76.398489,0.000000
243,DEMO_MOSFET_02,MOSFET,22.190000,0.161817,3.590719,20.000000,16.409281,82.046404,30.950000,25.000000,120.717981,175.000000,54.282019,SAFE,NONE,4,0.689817,No immediate action,5.762000,5.762000,TEMPERATURE,1,0.259667,0.000000,1,35.608125,0.000000
244,DEMO_BJT_01,BJT,28.701000,0.029692,0.852190,10.000000,9.147810,91.478099,27.500000,50.000000,70.109505,150.000000,79.890495,SAFE,NONE,4,0.467397,No immediate action,2.450000,2.450000,TEMPERATURE,1,0.085363,0.000000,1,82.513808,0.000000
245,DEMO_MOSFET_01,MOSFET,6.375000,0.401920,2.562240,10.000000,7.437760,74.377600,42.470000,40.000000,144.959600,150.000000,5.040400,CRITICAL,LOW_MARGIN,3,0.966397,Monitor / investigate,2.688250,2.688250,TEMPERATURE,1,0.421686,0.000000,1,6.688520,0.000000
246,DEMO_MOSFET_02,MOSFET,45.952000,0.061403,2.821591,20.000000,17.178409,85.892047,18.410000,25.000000,88.949766,175.000000,86.050234,SAFE,NONE,4,0.508284,No immediate action,6.263600,6.263600,TEMPERATURE,1,0.136307,0.000000,1,102.008045,0.000000
247,DEMO_BJT_01,BJT,3.679000,0.179819,0.661554,10.000000,9.338446,93.384459,29.910000,50.000000,62.987705,150.000000,87.012295,SAFE,NONE,4,0.419918,No immediate action,2.401800,2.401800,TEMPERATURE,1,0.652840,0.000000,1,13.356764,0.000000
248,DEMO_MOSFET_01,MOSFET,27.790000,0.115431,3.207827,10.000000,6.792173,67.921725,53.260000,40.000000,181.573100,150.000000,-31.573100,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.210487,Correct thermal operating condition,2.418500,2.418500,TEMPERATURE,1,0.087028,24.606295,1,20.951911,24.606295
249,DEMO_MOSFET_02,MOSFET,56.762000,0.071497,4.058313,20.000000,15.941687,79.708436,31.430000,25.000000,132.887818,175.000000,42.112182,SAFE,NONE,4,0.759359,No immediate action,5.742800,5.742800,TEMPERATURE,1,0.101173,0.000000,1,80.322251,0.000000
250,DEMO_BJT_01,BJT,3.440000,0.501909,1.726567,10.000000,8.273433,82.734330,31.920000,50.000000,118.248348,150.000000,31.751652,SAFE,NONE,4,0.788322,No immediate action,2.361600,2.361600,TEMPERATURE,1,0.686512,0.000000,1,4.705235,0.000000
251,DEMO_MOSFET_01,MOSFET,6.833000,0.425554,2.907810,10.000000,7.092190,70.921895,26.510000,40.000000,142.822419,150.000000,7.177581,CRITICAL,LOW_MARGIN,3,0.952149,Monitor / investigate,3.087250,3.087250,TEMPERATURE,1,0.451815,0.000000,1,7.254661,0.000000
252,DEMO_MOSFET_02,MOSFET,31.520000,0.198368,6.252559,20.000000,13.747441,68.737203,35.300000,25.000000,191.613984,175.000000,-16.613984,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.094937,Correct thermal operating condition,5.588000,5.588000,TEMPERATURE,1,0.177284,10.628597,1,28.169866,10.628597
253,DEMO_BJT_01,BJT,17.575000,0.140204,2.464085,10.000000,7.535915,75.359147,48.890000,50.000000,172.094265,150.000000,-22.094265,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.147295,Correct thermal operating condition,2.022200,2.022200,TEMPERATURE,1,0.115061,17.933036,1,14.423269,17.933036
254,DEMO_MOSFET_01,MOSFET,11.368000,0.338997,3.853718,10.000000,6.146282,61.462821,19.600000,40.000000,173.748716,150.000000,-23.748716,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.158325,Correct thermal operating condition,3.260000,3.260000,TEMPERATURE,1,0.286770,15.406366,1,9.616604,15.406366
255,DEMO_MOSFET_02,MOSFET,47.209000,0.160490,7.576572,20.000000,12.423428,62.117138,32.160000,25.000000,221.574310,175.000000,-46.574310,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.266139,Correct thermal operating condition,5.713600,5.713600,TEMPERATURE,1,0.121028,24.588591,1,35.600972,24.588591
256,DEMO_BJT_01,BJT,17.589000,0.074071,1.302835,10.000000,8.697165,86.971652,39.870000,50.000000,105.011741,150.000000,44.988259,SAFE,NONE,4,0.700078,No immediate action,2.202600,2.202600,TEMPERATURE,1,0.125226,0.000000,1,29.736334,0.000000
257,DEMO_MOSFET_01,MOSFET,28.658000,0.093239,2.672043,10.000000,7.327957,73.279567,39.360000,40.000000,146.241730,150.000000,3.758270,CRITICAL,LOW_MARGIN,3,0.974945,Monitor / investigate,2.766000,2.766000,TEMPERATURE,1,0.096518,0.000000,1,29.665698,0.000000
258,DEMO_MOSFET_02,MOSFET,46.933000,0.159662,7.493417,20.000000,12.506583,62.532917,16.160000,25.000000,203.495416,175.000000,-28.495416,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.162831,Correct thermal operating condition,6.353600,6.353600,TEMPERATURE,1,0.135376,15.210907,1,39.794065,15.210907
259,DEMO_BJT_01,BJT,7.079000,0.111897,0.792119,10.000000,9.207881,92.078811,51.860000,50.000000,91.465943,150.000000,58.534057,SAFE,NONE,4,0.609773,No immediate action,1.962800,1.962800,TEMPERATURE,1,0.277271,0.000000,1,17.541132,0.000000
260,DEMO_MOSFET_01,MOSFET,5.575000,0.560019,3.122106,10.000000,6.877894,68.778941,20.730000,40.000000,145.614237,150.000000,4.385763,CRITICAL,LOW_MARGIN,3,0.970762,Monitor / investigate,3.231750,3.231750,TEMPERATURE,1,0.579686,0.000000,1,5.770786,0.000000
261,DEMO_MOSFET_02,MOSFET,10.047000,0.396352,3.982149,20.000000,16.017851,80.089257,44.640000,25.000000,144.193714,175.000000,30.806286,SAFE,NONE,4,0.823964,No immediate action,5.214400,5.214400,TEMPERATURE,1,0.519001,0.000000,1,13.155983,0.000000
262,DEMO_BJT_01,BJT,14.702000,0.190669,2.803216,10.000000,7.196784,71.967844,36.220000,50.000000,176.380782,150.000000,-26.380782,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.175872,Correct thermal operating condition,2.275600,2.275600,TEMPERATURE,1,0.154782,18.821800,1,11.934819,18.821800
263,DEMO_MOSFET_01,MOSFET,15.002000,0.081661,1.225078,10.000000,8.774922,87.749217,21.300000,40.000000,70.303133,150.000000,79.696867,SAFE,NONE,4,0.468688,No immediate action,3.217500,3.217500,TEMPERATURE,1,0.214471,0.000000,1,39.400693,0.000000
264,DEMO_MOSFET_02,MOSFET,53.584000,0.087834,4.706497,20.000000,15.293503,76.467515,52.660000,25.000000,170.322426,175.000000,4.677574,CRITICAL,LOW_MARGIN,3,0.973271,Monitor / investigate,4.893600,4.893600,TEMPERATURE,1,0.091326,0.000000,1,55.714188,0.000000
265,DEMO_BJT_01,BJT,3.393000,0.483915,1.641924,10.000000,8.358076,83.580764,21.220000,50.000000,103.316180,150.000000,46.683820,SAFE,NONE,4,0.688775,No immediate action,2.575600,2.575600,TEMPERATURE,1,0.759092,0.000000,1,5.322422,0.000000
266,DEMO_MOSFET_01,MOSFET,18.689000,0.223101,4.169535,10.000000,5.830465,58.304654,18.260000,40.000000,185.041384,150.000000,-35.041384,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.233609,Correct thermal operating condition,3.293500,3.293500,TEMPERATURE,1,0.176227,21.010369,1,14.762372,21.010369
267,DEMO_MOSFET_02,MOSFET,16.856000,0.402968,6.792429,20.000000,13.207571,66.037857,39.280000,25.000000,209.090715,175.000000,-34.090715,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.194804,Correct thermal operating condition,5.428800,5.428800,TEMPERATURE,1,0.322069,20.075715,1,13.472037,20.075715
268,DEMO_BJT_01,BJT,5.105000,0.545529,2.784926,10.000000,7.215074,72.150745,35.490000,50.000000,174.736277,150.000000,-24.736277,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.164909,Correct thermal operating condition,2.290200,2.290200,TEMPERATURE,1,0.448619,17.764408,1,4.198127,17.764408
269,DEMO_MOSFET_01,MOSFET,22.497000,0.160932,3.620487,10.000000,6.379513,63.795128,42.130000,40.000000,186.949488,150.000000,-36.949488,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.246330,Correct thermal operating condition,2.696750,2.696750,TEMPERATURE,1,0.119872,25.514168,1,16.757078,25.514168
270,DEMO_MOSFET_02,MOSFET,59.145000,0.032746,1.936762,20.000000,18.063238,90.316189,27.340000,25.000000,75.759054,175.000000,99.240946,SAFE,NONE,4,0.432909,No immediate action,5.906400,5.906400,TEMPERATURE,1,0.099863,0.000000,1,180.370122,0.000000
271,DEMO_BJT_01,BJT,28.469000,0.029722,0.846156,10.000000,9.153844,91.538444,17.190000,50.000000,59.497781,150.000000,90.502219,SAFE,NONE,4,0.396652,No immediate action,2.656200,2.656200,TEMPERATURE,1,0.093301,0.000000,1,89.368145,0.000000
272,DEMO_MOSFET_01,MOSFET,13.710000,0.271943,3.728339,10.000000,6.271661,62.716615,45.690000,40.000000,194.823541,150.000000,-44.823541,NOT_SAFE_TEMPERATURE,TEMPERATURE,2,1.298824,Correct thermal operating condition,2.607750,2.607750,TEMPERATURE,1,0.190208,30.055976,1,9.589326,30.055976
273,DEMO_MOSFET_02,MOSFET,28.686000,0.105714,3.032512,20.000000,16.967488,84.837441,19.800000,25.000000,95.612795,175.000000,79.387205,SAFE,NONE,4,0.546359,No immediate action,6.208000,6.208000,TEMPERATURE,1,0.216412,0.000000,1,58.724483,0.000000
